page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year
303704,Galina Nemirovsky ,\/Galina_Nemirovsky_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Female,NA,Living Characters,7,Feb-10,2010
522128,Nurse Fester ,\/Nurse_Fester_(Earth-616),NA,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,7,Feb-10,2010
403478,Saw Fist ,\/Saw_Fist_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,7,Nov-10,2010
397433,Selach ,\/Selach_(Earth-616),Public Identity,Neutral,NA,Black Hair,Male,NA,Living Characters,7,Nov-10,2010
403456,Shadowstalker ,\/Shadowstalker_(Earth-616),Secret Identity,Bad,Purple Eyes,Black Hair,Female,NA,Deceased Characters,7,Nov-10,2010
400984,Stanley Osborn ,\/Stanley_Osborn_(Earth-616),No Dual Identity,Neutral,NA,Red Hair,Male,NA,Living Characters,7,Nov-10,2010
497265,Voorr ,\/Voorr_(Earth-616),Secret Identity,Good,NA,No Hair,Male,NA,Living Characters,7,Jun-10,2010
504518,Adam ,\/Adam_(Earth-616),Secret Identity,Bad,Grey Eyes,Black Hair,Male,NA,Living Characters,7,Aug-11,2011
461410,Aradnea ,\/Aradnea_(Earth-616),NA,Bad,NA,Black Hair,Female,NA,Living Characters,7,Aug-11,2011
505475,Bruiser (Mercenary) ,\/Bruiser_(Mercenary)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,7,Dec-11,2011
461770,Jeremy Briggs ,\/Jeremy_Briggs_(Earth-616),Public Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,7,Aug-11,2011
490836,Marcus Roston ,\/Marcus_Roston_(Earth-616),Secret Identity,Bad,Green Eyes,Black Hair,Male,Homosexual Characters,Living Characters,7,Aug-11,2011
509421,Nul ,\/Nul_(Earth-616),No Dual Identity,Bad,White Eyes,Bald,Male,NA,Deceased Characters,7,Jul-11,2011
441274,Omegex ,\/Omegex_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,7,Mar-11,2011
478088,Radioactive Kid ,\/Radioactive_Kid_(Earth-616),Secret Identity,Bad,White Eyes,No Hair,Male,NA,Living Characters,7,Sep-11,2011
522006,Seeker ,\/Seeker_(Earth-616),Public Identity,Neutral,Black Eyes,Black Hair,Male,NA,Living Characters,7,Sep-11,2011
535596,Stephanie Gerard ,\/Stephanie_Gerard_(Earth-616),NA,Bad,Blue Eyes,NA,Female,NA,Deceased Characters,7,Oct-11,2011
566098,Dancing Water ,\/Dancing_Water_(Earth-616),Secret Identity,Bad,White Eyes,Blue Hair,Female,NA,Living Characters,7,Dec-12,2012
576050,Doyle ,\/Doyle_(Earth-616),Public Identity,NA,Brown Eyes,Black Hair,Male,NA,Deceased Characters,7,Mar-12,2012
564070,Helen Cobb ,\/Helen_Cobb_(Earth-616),Public Identity,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,7,Sep-12,2012
576051,Marin ,\/Marin_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Deceased Characters,7,Mar-12,2012
563957,Omega Black ,\/Omega_Black_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Female,NA,Living Characters,7,Jul-12,2012
578702,Charlie Cluster-7 (Weapon XIII) ,\/Charlie_Cluster-7_(Weapon_XIII)_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,7,Feb-13,2013
576808,Owen Backes ,\/Owen_Backes_(Earth-616),Secret Identity,Neutral,Brown Eyes,Blond Hair,Male,NA,Living Characters,7,Mar-13,2013
652849,Principal Philbin ,\/Principal_Philbin_(Earth-616),NA,Good,Blue Eyes,Bald,Male,NA,Living Characters,7,Apr-13,2013
580219,Sojobo-Tengu ,\/Sojobo-Tengu_(Earth-616),Secret Identity,Neutral,Black Eyes,Black Hair,Male,NA,Living Characters,7,Jan-13,2013
624721,The Origamist (Legion Personality) ,\/The_Origamist_(Legion_Personality)_(Earth-616),Secret Identity,Neutral,Black Eyes,Black Hair,Male,NA,Living Characters,7,Feb-13,2013
625315,The Philistine ,\/The_Philistine_(Earth-616),Secret Identity,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,7,Jan-13,2013
57281,Edward Marks ,\/Edward_Marks_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,7,NA,NA
601569,Isparana ,\/Isparana_(Earth-616),Public Identity,NA,Black Eyes,Black Hair,Female,NA,Living Characters,7,NA,NA
328950,Kindra ,\/Kindra_(Earth-616),NA,Good,NA,Blond Hair,Female,NA,Living Characters,7,NA,NA
16770,Meltdown (Russian) ,\/Meltdown_(Russian)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,7,NA,NA
194273,Mist ,\/Mist_(Earth-616),Secret Identity,Good,NA,Blond Hair,Female,NA,Living Characters,7,NA,NA
127562,Thunder (Two-Gun Kid) ,\/Thunder_(Two-Gun_Kid)_(Earth-616),NA,Good,NA,NA,NA,NA,Living Characters,7,NA,NA
663472,Adolf Impossible ,\/Adolf_Impossible_(Earth-616),No Dual Identity,Good,Black Eyes,No Hair,Male,NA,Living Characters,7,NA,NA
625699,Arkea ,\/Arkea_(Earth-616),Secret Identity,Bad,Variable Eyes,Variable Hair,Female,NA,Deceased Characters,7,NA,NA
666021,Bartol Utler ,\/Bartol_Utler_(Earth-616),Secret Identity,Bad,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,7,NA,NA
691934,Disha Khan ,\/Disha_Khan_(Earth-616),Public Identity,Neutral,Brown Eyes,Brown Hair,Female,NA,Living Characters,7,NA,NA
703880,Fuel ,\/Fuel_(Earth-616),Secret Identity,Neutral,Grey Eyes,Black Hair,Male,NA,Deceased Characters,7,NA,NA
639274,Karl Moffet ,\/Karl_Moffet_(Earth-616),NA,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,7,NA,NA
706538,Mark Sim ,\/Mark_Sim_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,7,NA,NA
629684,Mysterion ,\/Mysterion_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,7,NA,NA
709670,Nikoleta Harrow ,\/Nikoleta_Harrow_(Earth-616),No Dual Identity,Bad,Blue Eyes,Black Hair,Female,NA,Living Characters,7,NA,NA
713309,Rosalind Solomon ,\/Rosalind_Solomon_(Earth-616),No Dual Identity,Good,Blue Eyes,Brown Hair,Female,NA,Living Characters,7,NA,NA
694536,Victor Kohl ,\/Victor_Kohl_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,7,NA,NA
182271,Chaka ,\/Chaka_(Earth-616),No Dual Identity,Good,NA,Brown Hair,Male,NA,Living Characters,6,Oct-39,1939
237482,Lagaro ,\/Lagaro_(Earth-616),Secret Identity,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,6,Sep-40,1940
57939,Spencer Keen ,\/Spencer_Keen_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,6,Mar-40,1940
246094,Eric Hertz ,\/Eric_Hertz_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,6,Dec-41,1941
239050,Pat Murphy ,\/Pat_Murphy_(Earth-616),Secret Identity,Good,NA,NA,Male,NA,Deceased Characters,6,Nov-41,1941
50912,Tuk ,\/Tuk_(Earth-616),Public Identity,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,6,Mar-41,1941
478592,Erwin Rommel ,\/Erwin_Rommel_(Earth-616),Public Identity,Bad,NA,Bald,Male,NA,Deceased Characters,6,Jul-42,1942
470263,Napoleon Sickles ,\/Napoleon_Sickles_(Earth-616),Public Identity,Neutral,NA,Black Hair,Male,NA,Living Characters,6,Apr-42,1942
503022,Joshua Walker ,\/Joshua_Walker_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,6,Nov-44,1944
503023,Mickey Walker ,\/Mickey_Walker_(Earth-616),Public Identity,Good,NA,Blond Hair,Male,NA,Living Characters,6,Nov-44,1944
521370,Mary Varnheim ,\/Mary_Varnheim_(Earth-616),Public Identity,Bad,NA,Red Hair,Female,NA,Living Characters,6,Sep-46,1946
521365,Ted Banning ,\/Ted_Banning_(Earth-616),No Dual Identity,Good,NA,Brown Hair,Male,NA,Living Characters,6,Sep-46,1946
83077,Henry Mortonson ,\/Henry_Mortonson_(Earth-616),NA,Bad,Green Eyes,Bald,Male,NA,Living Characters,6,May-48,1948
557963,Packrat Pete ,\/Packrat_Pete_(Earth-616),Public Identity,Good,NA,Grey Hair,Male,NA,Living Characters,6,Jun-50,1950
564258,Grey Eagle ,\/Grey_Eagle_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,6,Jan-51,1951
242486,Red Warrior ,\/Red_Warrior_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,6,Jan-51,1951
564056,Running Moose ,\/Running_Moose_(Earth-616),Public Identity,Bad,NA,Black Hair,Male,NA,Deceased Characters,6,Feb-51,1951
737892,Betty Wilson ,\/Betty_Wilson_(Earth-616),No Dual Identity,Good,NA,NA,Female,NA,Living Characters,6,Apr-54,1954
18701,Isidoro Scarlotti ,\/Isidoro_Scarlotti_(Earth-616),Secret Identity,Bad,Brown Eyes,Grey Hair,Male,NA,Living Characters,6,Mar-54,1954
633174,"Jack Spears, Jr. ","\/Jack_Spears,_Jr._(Earth-616)",Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,6,Oct-54,1954
633178,"Jack Spears, Sr. ","\/Jack_Spears,_Sr._(Earth-616)",Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,6,Oct-54,1954
240953,Lo-Zar ,\/Lo-Zar_(Earth-616),NA,Good,NA,Blond Hair,Male,NA,Living Characters,6,Oct-54,1954
633188,Peter (Leopard Girl Ally) ,\/Peter_(Leopard_Girl_Ally)_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Living Characters,6,Oct-54,1954
701667,Anson Clinton ,\/Anson_Clinton_(Earth-616),No Dual Identity,Good,NA,Grey Hair,Male,NA,Living Characters,6,May-56,1956
701679,Eagle (Matt Slade) ,\/Eagle_(Matt_Slade)_(Earth-616),Public Identity,Good,NA,Grey Hair,Male,NA,Living Characters,6,Jul-56,1956
425894,Gene Bitner ,\/Gene_Bitner_(Earth-616),Public Identity,Neutral,NA,Bald,Male,NA,Living Characters,6,Dec-56,1956
441904,Simon Lestron ,\/Simon_Lestron_(Earth-616),Public Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,6,Dec-56,1956
21151,Diablo (Monster) ,\/Diablo_(Monster)_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,6,May-60,1960
14807,Gigantus (Aquatic Monster) ,\/Gigantus_(Aquatic_Monster)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,6,Dec-60,1960
209478,Kaa ,\/Kaa_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,6,Dec-60,1960
12785,Elektro ,\/Elektro_(Earth-616),Public Identity,Neutral,Red Eyes,No Hair,Male,NA,Living Characters,6,Jan-61,1961
441883,Tad Carter ,\/Tad_Carter_(Earth-616),No Dual Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,6,Jul-62,1962
490564,Valeria (Fifth Dimension) ,\/Valeria_(Fifth_Dimension)_(Earth-616),NA,Good,NA,Black Hair,Female,NA,Living Characters,6,Dec-62,1962
258638,Basallo ,\/Basallo_(Earth-616),NA,Neutral,NA,No Hair,Male,NA,Living Characters,6,Oct-63,1963
508324,Charlie (Stark Enterprises) ,\/Charlie_(Stark_Enterprises)_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Living Characters,6,Nov-63,1963
520748,Chuck (NYPD) ,\/Chuck_(NYPD)_(Earth-616),Public Identity,NA,NA,Brown Hair,Male,NA,Living Characters,6,May-63,1963
8907,Gargantus (Alien Robot) ,\/Gargantus_(Alien_Robot)_(Earth-616),NA,Bad,NA,Brown Hair,Male,NA,Deceased Characters,6,Apr-63,1963
307067,Mao Tse Tung ,\/Mao_Tse_Tung_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,6,Jun-63,1963
13157,Maria Trovaya ,\/Maria_Trovaya_(Earth-616),Secret Identity,Neutral,Black Eyes,Black Hair,Female,NA,Deceased Characters,6,Jun-63,1963
13159,Pilai ,\/Pilai_(Earth-616),Public Identity,Bad,NA,No Hair,Male,NA,Deceased Characters,6,Jun-63,1963
42794,Sandu ,\/Sandu_(Earth-616),Secret Identity,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,6,Apr-63,1963
13170,Beasts of Berlin ,\/Beasts_of_Berlin_(Earth-616),NA,Bad,NA,Brown Hair,NA,NA,Living Characters,6,Oct-64,1964
721564,Bert Rose ,\/Bert_Rose_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Living Characters,6,Apr-64,1964
9515,Hoggoth ,\/Hoggoth_(Earth-616),NA,Good,NA,No Hair,Male,NA,Living Characters,6,Jan-64,1964
127062,Lee Guardineer ,\/Lee_Guardineer_(Earth-616),NA,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,6,Jun-64,1964
83612,Werner von Doom ,\/Werner_von_Doom_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Deceased Characters,6,Sep-64,1964
1604,Abner Jonas ,\/Abner_Jonas_(Earth-616),NA,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,6,Oct-65,1965
504822,Blackie ,\/Blackie_(Earth-616),NA,Bad,NA,Brown Hair,Male,NA,Living Characters,6,Aug-65,1965
10484,Donald Birch ,\/Donald_Birch_(Earth-616),Secret Identity,Bad,Brown Eyes,Bald,Male,NA,Deceased Characters,6,Mar-65,1965
13127,Prowler (The Cat) ,\/Prowler_(The_Cat)_(Earth-616),NA,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,6,Nov-65,1965
2537,Shazana ,\/Shazana_(Earth-616),NA,Bad,Green Eyes,Green Hair,Female,NA,Living Characters,6,Jun-65,1965
18402,Adria ,\/Adria_(Earth-616),Secret Identity,Bad,NA,Black Hair,Female,NA,Living Characters,6,Feb-66,1966
296403,Ossilot ,\/Ossilot_(Earth-616),Secret Identity,Good,Black Eyes,Brown Hair,Male,NA,Deceased Characters,6,Nov-66,1966
36943,Pavel Plotnick ,\/Pavel_Plotnick_(Earth-616),Secret Identity,Neutral,Black Eyes,Bald,Male,NA,Living Characters,6,Jun-66,1966
294607,Sally Green ,\/Sally_Green_(Earth-616),Public Identity,Good,NA,Brown Hair,Female,NA,Living Characters,6,May-66,1966
116226,Dawn Fury ,\/Dawn_Fury_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,6,Aug-67,1967
237504,Demon Riders (Mogul servants) ,\/Demon_Riders_(Mogul_servants)_(Earth-616),NA,Bad,NA,NA,NA,NA,Living Characters,6,Jun-67,1967
1653,Forsung ,\/Forsung_(Earth-616),Secret Identity,NA,NA,Black Hair,Male,NA,Living Characters,6,Aug-67,1967
26409,Ixar ,\/Ixar_(Earth-616),Secret Identity,Bad,Blue Eyes,White Hair,Male,NA,Living Characters,6,Jan-67,1967
509493,Jose Santini ,\/Jose_Santini_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,6,Nov-67,1967
2720,Nebulos ,\/Nebulos_(Earth-616),No Dual Identity,Bad,White Eyes,No Hair,Male,NA,Living Characters,6,Oct-67,1967
300451,Randac ,\/Randac_(Earth-616),Public Identity,Neutral,Green Eyes,Bald,Male,NA,Living Characters,6,Nov-67,1967
306573,Agent of 1000 Faces ,\/Agent_of_1000_Faces_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,6,Sep-68,1968
40063,Bia ,\/Bia_(Earth-616),No Dual Identity,Bad,NA,NA,Male,NA,Living Characters,6,Mar-68,1968
307104,Yuri Brevlov ,\/Yuri_Brevlov_(Earth-616),NA,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,6,Aug-68,1968
642915,Ann Raymond ,\/Ann_Raymond_(Earth-616),NA,Good,NA,NA,Female,NA,Living Characters,6,Jun-69,1969
316124,Lippy Louie ,\/Lippy_Louie_(Earth-616),Secret Identity,Bad,Green Eyes,No Hair,Male,NA,Living Characters,6,Oct-69,1969
316121,Napoleon Robberson ,\/Napoleon_Robberson_(Earth-616),Secret Identity,Bad,Green Eyes,No Hair,Male,NA,Living Characters,6,Oct-69,1969
24411,Number Two (Sentinel) ,\/Number_Two_(Sentinel)_(Earth-616),No Dual Identity,Bad,Yellow Eyes,No Hair,NA,NA,Deceased Characters,6,Jul-69,1969
14100,Paxton Page ,\/Paxton_Page_(Earth-616),Secret Identity,Bad,Blue Eyes,White Hair,Male,NA,Deceased Characters,6,Sep-69,1969
427138,Mowfus ,\/Mowfus_(Earth-616),Secret Identity,Neutral,Yellow Eyes,No Hair,Male,NA,Living Characters,6,Apr-70,1970
742235,Spiro Agnew ,\/Spiro_Agnew_(Earth-616),Public Identity,Neutral,NA,White Hair,Male,NA,Living Characters,6,Nov-70,1970
315552,Tom Fagan ,\/Tom_Fagan_(Earth-616),Public Identity,Good,NA,Blond Hair,Male,NA,Living Characters,6,Dec-70,1970
694248,Ducalon ,\/Ducalon_(Earth-616),Public Identity,Bad,NA,NA,Male,NA,Living Characters,6,Jun-71,1971
694252,Enaros ,\/Enaros_(Earth-616),Public Identity,Bad,NA,Black Hair,Male,NA,Living Characters,6,Jun-71,1971
558217,Holi ,\/Holi_(Earth-616),NA,Good,NA,White Hair,Male,NA,Living Characters,6,Jun-71,1971
244731,Klaatu ,\/Klaatu_(Earth-616),Public Identity,Bad,White Eyes,No Hair,NA,NA,Living Characters,6,Feb-71,1971
558218,Moli ,\/Moli_(Earth-616),NA,Good,NA,Black Hair,Male,NA,Living Characters,6,Jun-71,1971
558221,Torla ,\/Torla_(Earth-616),Public Identity,Good,NA,White Hair,Male,NA,Living Characters,6,Jun-71,1971
43781,Tuval ,\/Tuval_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,6,Aug-71,1971
99434,Visis ,\/Visis_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,6,Jun-71,1971
301849,Danny Summers ,\/Danny_Summers_(Earth-616),No Dual Identity,Bad,NA,NA,Male,NA,Living Characters,6,Apr-72,1972
21606,Jakar ,\/Jakar_(Earth-616),NA,Bad,White Eyes,Black Hair,Male,NA,Living Characters,6,May-72,1972
437980,Kohbra ,\/Kohbra_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,6,May-72,1972
310411,Number One (Secret Empire 2) ,\/Number_One_(Secret_Empire_2)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,6,Nov-72,1972
556072,Porcunius ,\/Porcunius_(Earth-616),No Dual Identity,Good,NA,Brown Hair,Male,NA,Living Characters,6,Dec-72,1972
57047,Amanda Saint ,\/Amanda_Saint_(Earth-616),No Dual Identity,Good,NA,NA,Female,NA,Living Characters,6,Oct-73,1973
570106,Carol Landers ,\/Carol_Landers_(Earth-616),Public Identity,Good,NA,Brown Hair,Female,NA,Living Characters,6,May-73,1973
1390,Dagoth ,\/Dagoth_(Earth-616),NA,NA,Yellow Eyes,No Hair,Male,NA,Living Characters,6,Mar-73,1973
299059,Gary Dawson ,\/Gary_Dawson_(Earth-616),NA,Bad,NA,NA,Male,NA,Deceased Characters,6,Oct-73,1973
104655,Herman Frayne ,\/Herman_Frayne_(Earth-616),Public Identity,Bad,NA,NA,Male,NA,Living Characters,6,May-73,1973
705994,Jakuna Singh ,\/Jakuna_Singh_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Deceased Characters,6,Feb-73,1973
2746,Victor Conrad ,\/Victor_Conrad_(Earth-616),Secret Identity,Bad,Blue Eyes,NA,Male,NA,Living Characters,6,Jun-73,1973
1133,Baphomet ,\/Baphomet_(Earth-616),NA,Bad,Red Eyes,Grey Hair,Male,NA,Living Characters,6,May-74,1974
632747,Owen Wallach ,\/Owen_Wallach_(Earth-616),Secret Identity,Bad,NA,Bald,Male,NA,Living Characters,6,Feb-74,1974
516089,Ralph Blumkenn ,\/Ralph_Blumkenn_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Living Characters,6,Nov-74,1974
481303,Vincent Frankenstein ,\/Vincent_Frankenstein_(Earth-616),Public Identity,Bad,NA,Black Hair,Male,NA,Deceased Characters,6,Mar-74,1974
641120,Cardinal (ICON) ,\/Cardinal_(ICON)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,6,Jan-75,1975
198963,Carol Selby ,\/Carol_Selby_(Earth-616),Public Identity,Good,NA,Brown Hair,Female,NA,Living Characters,6,Jun-75,1975
249898,Cho Lee ,\/Cho_Lee_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,6,May-75,1975
27844,Dontrell Hamilton ,\/Dontrell_Hamilton_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,6,Dec-75,1975
641112,Eric Prawn ,\/Eric_Prawn_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,6,Jan-75,1975
440414,Maura Spinner ,\/Maura_Spinner_(Earth-616),NA,NA,NA,Auburn Hair,Female,NA,Living Characters,6,Jan-75,1975
84048,Miranda Rand ,\/Miranda_Rand_(Earth-616),Secret Identity,Good,NA,Blond Hair,Female,NA,Living Characters,6,Dec-75,1975
79467,Pavane (Female) ,\/Pavane_(Female)_(Earth-616),Secret Identity,Bad,NA,Blond Hair,Female,NA,Living Characters,6,Aug-75,1975
308958,Richard Fenster ,\/Richard_Fenster_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Living Characters,6,Oct-75,1975
488470,Thelius ,\/Thelius_(Earth-616),Secret Identity,Bad,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,6,Nov-75,1975
641125,Veronica von Frankenstein ,\/Veronica_von_Frankenstein_(Earth-616),Public Identity,Good,NA,Black Hair,Female,NA,Living Characters,6,May-75,1975
339591,Abner Doolittle ,\/Abner_Doolittle_(Earth-616),Secret Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,6,Sep-76,1976
245406,Achmed El Gib\u00e1r ,\/Achmed_El_Gib%C3%A1r_(Earth-616),Secret Identity,Neutral,NA,White Hair,Male,NA,Deceased Characters,6,Dec-76,1976
47524,Anpu ,\/Anpu_(Earth-616),Public Identity,Neutral,NA,NA,Male,NA,Living Characters,6,Aug-76,1976
386944,Argyle Fist ,\/Argyle_Fist_(Earth-616),No Dual Identity,Good,Blue Eyes,Grey Hair,Male,NA,Living Characters,6,Mar-76,1976
70772,Cotton Mather ,\/Cotton_Mather_(Earth-616),NA,Bad,NA,Grey Hair,Male,NA,Deceased Characters,6,Jan-76,1976
243742,Elisabeth Wilford ,\/Elisabeth_Wilford_(Earth-616),Public Identity,Good,NA,Auburn Hair,Female,NA,Living Characters,6,Apr-76,1976
15347,Hector Ruiz ,\/Hector_Ruiz_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,6,Nov-76,1976
1221,Johann Goldstein ,\/Johann_Goldstein_(Earth-616),NA,NA,NA,Grey Hair,Male,NA,Living Characters,6,Dec-76,1976
586538,Meredith Quill ,\/Meredith_Quill_(Earth-616),No Dual Identity,Good,Brown Eyes,Brown Hair,Female,NA,Deceased Characters,6,Jan-76,1976
412786,Snaykar ,\/Snaykar_(Earth-616),Public Identity,Bad,Black Eyes,Grey Hair,Male,NA,Living Characters,6,Apr-76,1976
342319,William Taurey ,\/William_Taurey_(Earth-616),No Dual Identity,Bad,NA,Grey Hair,Male,NA,Living Characters,6,Feb-76,1976
18545,Zorr (Luphomoid) ,\/Zorr_(Luphomoid)_(Earth-616),Public Identity,Bad,White Eyes,NA,Male,NA,Deceased Characters,6,Sep-76,1976
2510,Abdul Faoul ,\/Abdul_Faoul_(Earth-616),Secret Identity,NA,NA,Black Hair,Male,NA,Deceased Characters,6,Dec-77,1977
1040,Aginar ,\/Aginar_(Earth-616),Secret Identity,NA,Grey Eyes,Black Hair,Male,NA,Living Characters,6,May-77,1977
68934,Apalla ,\/Apalla_(Earth-616),Secret Identity,NA,NA,Red Hair,Female,NA,Living Characters,6,Apr-77,1977
27841,Aries (LMD) ,\/Aries_(LMD)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,6,Jul-77,1977
15230,Dafydd ap Rhys ,\/Dafydd_ap_Rhys_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,6,Sep-77,1977
12756,Dominic Dunsinane ,\/Dominic_Dunsinane_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,6,Aug-77,1977
435939,Gemini (LMD) ,\/Gemini_(LMD)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,6,Jul-77,1977
1727,Jacob Goldstein ,\/Jacob_Goldstein_(Earth-616),Secret Identity,NA,NA,NA,Male,NA,Living Characters,6,Jan-77,1977
558044,Jared Kurtz ,\/Jared_Kurtz_(Earth-616),Public Identity,Bad,NA,Blond Hair,Male,NA,Deceased Characters,6,Feb-77,1977
100395,Ramses ,\/Ramses_(Earth-616),NA,NA,Black Eyes,Black Hair,Male,NA,Living Characters,6,Mar-77,1977
440198,Salia Petrie ,\/Salia_Petrie_(Earth-616),Public Identity,NA,NA,Brown Hair,Female,NA,Living Characters,6,Mar-77,1977
27519,Amos Jardine ,\/Amos_Jardine_(Earth-616),Public Identity,Neutral,Black Eyes,White Hair,Male,NA,Living Characters,6,Apr-78,1978
15393,Buck Richlen ,\/Buck_Richlen_(Earth-616),No Dual Identity,Bad,NA,Blond Hair,Male,NA,Living Characters,6,Dec-78,1978
1923,Frederick Kiber ,\/Frederick_Kiber_(Earth-616),Secret Identity,Bad,Brown Eyes,Bald,Male,NA,Deceased Characters,6,Sep-78,1978
242226,Joey Burnett ,\/Joey_Burnett_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Living Characters,6,Jul-78,1978
251289,John Cheever ,\/John_Cheever_(Earth-616),NA,Neutral,NA,NA,Male,NA,Living Characters,6,Sep-78,1978
440183,Lee Switzler ,\/Lee_Switzler_(Earth-616),No Dual Identity,NA,NA,NA,Male,NA,Living Characters,6,Jan-78,1978
26804,Nygorn ,\/Nygorn_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,6,Sep-78,1978
329880,Osinga Rplss ,\/Osinga_Rplss_(Earth-616),Secret Identity,NA,Variable Eyes,No Hair,Male,NA,Living Characters,6,Jan-78,1978
39754,Water Witch ,\/Water_Witch_(Earth-616),Secret Identity,Bad,NA,Grey Hair,Female,NA,Living Characters,6,Dec-78,1978
