EntryID,LemmaID,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,LexicalClass,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1
teach,teach,4.609,1.672,0.226931795,23,14.81%,4.929,1.685,0.395637982,14,17.65%,0,,,1.452,2.166,-0.684,31,3.57,Verb,0,0,0,567.23,1334.67,767.43,2135.47,SymmetricalOrAlternating,Head,Other,imrp,5,BackAndForth,843,25,8,332,300,74,455,108,354,89,,D,52,2,0
teacher,teacher,6.074,1.328,1.218994009,27,0.00%,6.077,1.188,1.199477724,13,0.00%,0,,,1.433,2.074,-0.762,30,3.454,Noun,1,0,0,533.87,1201.2,667.33,1368.04,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Straight,733,51,5,332,349,345,455,108,177,89,,A,33,2,0
tear,tear,2.967,1.497,-0.800381897,30,0.00%,3.056,1.552,-0.839468765,18,0.00%,0,,,6.889,2.025,2.104,27,3.139,Verb,0,0,0,567.23,1301.3,734.07,2302.3,OneHanded,Head,CheekNose,i,1,Straight,816,67,12,388,300,45,265,487,177,134,,C,16,2,0
tease,tease,5.556,1.251,0.803704279,27,0.00%,5.529,1.328,0.722906479,17,0.00%,1,62.96%,64.71%,1.8,2.166,-0.536,30,2.464,Verb,0,0,0,500.5,1234.57,734.07,1735.07,AsymmetricalSameHandshape,Hand,FingerRadial,i,2,BackAndForth,646,7,4,78,216,33,265,76,354,39,,D,90,2,0
teeth,teeth,4.519,1.528,0.216496737,27,0.00%,4.625,1.586,0.268930292,16,0.00%,0,,,6.667,2.025,1.88,36,3.388,Noun,0,0,0,567.23,1301.3,734.07,1868.54,OneHanded,Head,Mouth,i,2,BackAndForth,760,34,8,388,300,40,265,76,354,39,,D,40,1,0
telephone,telephone,5.481,1.553,0.886985287,27,0.00%,5.846,1.463,1.10835633,13,0.00%,0,,,7,2.074,1.937,30,3.218,Noun,0,0,0,400.4,867.53,467.13,1134.47,OneHanded,Head,CheekNose,p,1,BackAndForth,830,38,6,388,300,45,41,487,354,38,,A,40,2,0
tell,tell,5.933,1.413,0.923835624,30,0.00%,6.222,1.166,1.053013564,18,0.00%,0,,,5.667,2.025,1.431,27,4.944,Verb,0,0,0,300.3,1134.47,834.17,1835.17,OneHanded,Head,Chin,i,1,Curved,807,57,4,388,300,63,265,487,125,134,,C,13,2,0
temptation,temptation,3.552,1.617,-0.435370035,29,3.33%,3.647,1.693,-0.496837781,17,5.56%,0,,,1.267,1.921,-0.798,30,2.114,Noun,0,0,0,633.97,1034.37,400.4,1835.17,AsymmetricalDifferentHandshape,Arm,ForearmUlnar,i,1,BackAndForth,789,12,0,178,27,12,265,487,354,134,,C,82,1,0
tennis,tennis,2.387,1.564,-0.844923458,31,0.00%,2.389,1.614,-0.796935537,18,0.00%,1,87.10%,83.33%,5,2.048,0.882,38,2.843,Noun,0,0,0,300.3,1201.2,900.9,1468.14,OneHanded,Neutral,Neutral,i,7,Other,761,2,1,388,349,345,265,82,46,6,,A,53,1,0
test,test,4.741,1.483,0.314349648,27,0.00%,4.625,1.586,0.203013662,16,0.00%,0,,,1.529,2.025,-0.696,34,3.632,Noun,0,0,0,500.5,1301.3,800.8,2168.84,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,D,60,1,0
text,text,5.435,1.502,0.467880086,23,0.00%,5.923,0.954,0.74223426,13,0.00%,1,60.87%,53.85%,3.967,1.948,0.568,30,NA,Verb,0,0,0,333.67,1001,667.33,1434.77,SymmetricalOrAlternating,Neutral,Neutral,thumb,1,BackAndForth,834,50,4,332,349,345,54,487,354,44,,B,54,3,0
thanksgiving,thanksgiving,2.481,1.477,-0.92236712,27,0.00%,2.313,1.25,-1.031593283,16,0.00%,1,100.00%,100.00%,1.429,2.025,-0.762,35,2.978,Noun,0,0,0,600.6,1935.27,1334.67,2702.7,OneHanded,Head,Mouth,im,1,BackAndForth,851,53,2,388,300,40,129,487,354,66,,D,47,1,0
that,that,5.5,1.408,0.703580185,30,0.00%,5.611,1.501,0.67858239,18,0.00%,0,,,3,2.075,0.001,36,5.857,Minor,0,0,0,467.13,967.63,500.5,1534.87,OneHanded,Neutral,Neutral,p,1,Straight,845,14,3,388,349,345,41,487,177,38,,C,59,3,0
theater,theater,3.963,1.372,-0.090942297,27,0.00%,4.25,1.438,0.065206319,16,0.00%,1,48.15%,50.00%,1.657,2.025,-0.656,35,3.089,Noun,0,0,0,600.6,1668.34,1067.73,2635.97,SymmetricalOrAlternating,Body,Clavicle,thumb,1,Circular,732,10,2,332,100,41,54,487,111,44,,D,52,1,0
there,there,5.963,1.285,1.001419103,27,0.00%,6.176,1.131,1.097709033,17,0.00%,0,,,6.258,2.166,1.519,31,5.346,Adverb,0,0,0,500.5,1167.84,667.33,1801.8,OneHanded,Neutral,Neutral,i,1,Straight,881,37,10,388,349,345,265,487,177,134,,D,60,2,0
thermometer,thermometer,4.577,1.501,0.245779988,26,0.00%,4.588,1.417,0.206779547,17,0.00%,0,,,2.645,2.166,-0.128,31,2.053,Noun,0,0,0,633.97,1634.97,1001,2435.77,AsymmetricalSameHandshape,Hand,FingerRadial,i,1,BackAndForth,800,26,6,78,216,33,265,487,354,134,,D,12,2,0
thief_1,thief_1,1.588,0.939,-2.03677658,17,32.00%,1.4,0.699,-1.968021244,10,28.57%,0,,,1.5,1.948,-0.654,30,3.093,Noun,0,0,0,667.33,1167.84,500.5,1968.64,OneHanded,Head,UpperLip,im,1,Straight,793,42,3,388,300,7,129,487,177,66,,B,19,3,0
thief_2,thief_2,3.68,1.314,-0.589470737,25,0.00%,3.5,1.345,-0.664791137,14,0.00%,0,,,1.519,2.016,-0.673,27,3.093,Verb,0,0,0,600.6,900.9,300.3,1668.34,AsymmetricalDifferentHandshape,Arm,ForearmUlnar,im,1,Straight,689,7,1,178,27,12,129,487,177,66,,B,87,1,0
thin,thin,3.333,1.493,-0.56954632,30,0.00%,6.333,0.907,-0.749906757,18,0.00%,0,,,1.704,2.025,-0.506,27,3.013,Adjective,0,0,0,533.87,1101.1,567.23,1735.07,SymmetricalOrAlternating,Neutral,Neutral,p,1,Straight,773,28,3,332,349,345,41,487,177,38,,C,2,2,0
things,things,4.84,1.491,0.126636346,25,0.00%,4.714,1.326,0.018309571,14,0.00%,1,84.00%,78.57%,2.3,1.948,-0.258,30,4.548,Noun,0,0,0,433.77,1001,567.23,1501.5,OneHanded,Neutral,Neutral,imrp,1,BackAndForth,943,70,32,388,349,345,455,487,354,192,,B,43,3,0
think,think,5.867,1.042,0.894485263,30,0.00%,6.278,0.826,1.000204033,18,0.00%,0,,,6.583,2.075,1.781,36,5.138,Verb,0,0,0,367.03,1334.67,967.63,2235.57,OneHanded,Head,Eye,i,3,None,663,29,2,388,300,61,265,88,180,17,,C,53,3,0
think_over,think_over,2.731,1.614,-0.811411687,26,3.70%,3.176,1.704,-0.51708435,17,0.00%,1,73.08%,82.35%,4.633,2.166,0.771,30,4.983,Verb,0,0,0,700.7,2202.2,1501.5,2736.07,AsymmetricalDifferentHandshape,Head,Forehead,i,1,Circular,805,12,6,178,300,26,265,487,111,134,,D,54,2,0
thirsty,thirsty,5.3,1.489,0.570062368,30,0.00%,5.556,1.504,0.614123883,18,0.00%,0,,,4.139,2.075,0.545,36,2.798,Adjective,0,0,0,600.6,1368.04,767.43,1835.17,OneHanded,Body,Neck,i,3,Curved,657,6,1,388,100,11,265,88,125,17,,C,71,3,0
three,three,6.08,1.412,0.846200791,25,0.00%,6.429,1.342,1.053569052,14,0.00%,0,,,6.667,2.016,1.949,27,4.442,Number,0,0,0,400.4,834.17,433.77,1534.87,OneHanded,Body,Neutral,im,1,Curved,774,10,1,388,100,11,129,487,125,66,,B,44,1,0
throw,throw,3.6,1.653,-0.451415778,30,0.00%,4.167,1.689,-0.194938981,18,0.00%,0,,,5.514,2.075,1.238,35,3.818,Verb,0,0,0,367.03,900.9,533.87,1501.5,OneHanded,Neutral,Neutral,im,7,Straight,761,5,0,388,349,345,129,82,177,4,,C,81,3,0
thursday,thursday,5.042,1.706,0.251749927,24,0.00%,4.769,2.088,0.111530232,13,0.00%,0,,,1.1,2.045,-0.801,30,3.091,Name,0,1,0,533.87,1034.37,500.5,1668.34,OneHanded,Neutral,Neutral,thumb,Crossed,None,706,6,1,388,349,345,54,13,180,4,,B,45,2,0
tie,tie,2.143,1.195,-1.078463966,21,0.00%,2.083,0.669,-1.076156943,12,0.00%,0,,,5.103,2.048,0.94,39,3.356,Noun,0,0,0,367.03,1201.2,834.17,1267.94,OneHanded,Body,TorsoTop,im,3,Curved,597,5,0,388,100,18,129,88,125,8,,A,13,1,1
tiger,tiger,3.097,1.758,-0.451988001,31,0.00%,2.778,1.478,-0.577865236,18,0.00%,0,,,3.711,2.048,0.266,38,2.976,Noun,0,0,0,400.4,1067.73,667.33,1201.2,SymmetricalOrAlternating,Head,CheekNose,imrp,1,BackAndForth,922,65,13,332,300,45,455,487,354,192,,A,50,1,0
time,time,6.375,1.013,1.062822975,24,0.00%,6.692,0.48,1.193779255,13,0.00%,0,,,6.7,2.045,1.965,30,5,Noun,0,0,0,300.3,633.97,333.67,1401.4,AsymmetricalDifferentHandshape,Hand,PalmBack,i,2,BackAndForth,644,26,4,178,216,24,265,76,354,39,,B,80,2,0
tired,tired,6.538,0.706,1.362154624,26,0.00%,6.438,0.814,1.244642724,16,0.00%,0,,,3.806,2.166,0.389,31,3.759,Adjective,0,0,0,700.7,1801.8,1101.1,2402.4,SymmetricalOrAlternating,Body,Clavicle,imrp,5,Curved,658,17,1,332,100,41,455,108,125,89,,D,50,2,0
toast,toast,4.185,1.57,0.025162346,27,0.00%,3.882,1.536,-0.182896309,17,0.00%,0,,,1.387,2.166,-0.724,31,3.232,Noun,0,0,0,567.23,1267.94,700.7,2302.3,AsymmetricalDifferentHandshape,Hand,Palm,im,5,Curved,493,6,0,178,216,91,129,108,125,5,,D,80,2,0
tobacco,tobacco,2.37,1.497,-0.794541583,27,0.00%,2.231,1.301,-0.812235542,13,0.00%,1,81.48%,92.31%,1.767,2.074,-0.654,30,2.553,Noun,0,0,0,333.67,1101.1,767.43,1568.24,OneHanded,Head,CheekNose,imrp,4,None,777,27,0,388,300,45,455,52,180,30,,A,49,2,0
toilet,bathroom,5.963,1.315,1.143683715,27,0.00%,6.231,1.235,1.292412293,13,0.00%,1,100.00%,100.00%,1.533,2.074,-0.694,30,3.169,Noun,0,1,0,467.13,1334.67,867.53,1668.34,OneHanded,Neutral,Neutral,thumb,Crossed,BackAndForth,786,3,1,388,349,345,54,13,354,4,,A,38,2,0
tomato,tomato,4.926,1.412,0.448694277,27,0.00%,4.588,1.326,0.207238949,17,0.00%,0,,,1.133,2.166,-0.821,30,2.48,Noun,1,0,0,400.4,1167.84,767.43,1901.9,AsymmetricalDifferentHandshape,Head,Mouth,i,1,None,805,27,22,178,300,40,265,487,180,134,,D,87,2,0
toothbrush,toothbrush,5.269,1.511,0.603265575,26,0.00%,5.625,1.5,0.762443153,16,0.00%,0,,,6.304,2.009,1.676,23,2.408,Noun,0,0,0,567.23,1634.97,1067.73,2235.57,OneHanded,Head,Mouth,i,4,BackAndForth,763,29,4,388,300,40,265,52,354,16,,D,73,3,0
tornado,tornado,1.815,1.075,-1.100934825,27,0.00%,1.615,0.768,-1.168817497,13,0.00%,0,,,2.533,2.074,-0.256,30,2.117,Noun,0,0,0,433.77,1267.94,834.17,1434.77,SymmetricalOrAlternating,Neutral,Neutral,i,7,Straight,713,15,1,332,349,345,265,82,177,6,,A,47,2,0
tournament,tournament,3.96,1.695,-0.374167152,25,0.00%,4.143,1.562,-0.287416294,14,0.00%,0,,,1.667,1.948,-0.58,30,2.668,Noun,0,0,0,400.4,1167.84,767.43,1701.7,SymmetricalOrAlternating,Neutral,Neutral,im,2,BackAndForth,719,21,4,332,349,345,129,76,354,19,,B,31,3,0
traffic,traffic,4,1.803,-0.458563247,25,0.00%,4.571,1.697,-0.024542894,14,0.00%,0,,,1.926,2.016,-0.495,27,3.163,Noun,0,0,0,533.87,1101.1,567.23,1801.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,B,43,1,0
train,train,4.6,1.708,-0.019940513,25,0.00%,4.643,1.646,-0.019682264,14,0.00%,0,,,1.4,1.948,-0.698,30,3.686,Noun,0,0,0,500.5,967.63,467.13,1634.97,AsymmetricalSameHandshape,Hand,FingerBack,im,3,BackAndForth,602,7,1,78,216,21,129,88,354,8,,B,3,3,0
translate,translate,4.296,1.564,0.051761006,27,0.00%,4.438,1.672,0.108385826,16,0.00%,0,,,2.486,2.025,-0.252,35,2.393,Verb,0,0,0,367.03,1368.04,1001,1968.64,SymmetricalOrAlternating,Neutral,Neutral,i,1,None,835,32,5,332,349,345,265,487,180,134,,D,80,1,0
trash,trash,4.871,1.36,0.445831346,31,0.00%,5.222,1.215,0.652430886,18,0.00%,1,77.42%,83.33%,1.444,2.048,-0.822,36,3.06,Noun,0,0,0,400.4,1001,600.6,1201.2,AsymmetricalDifferentHandshape,Arm,ForearmUlnar,i,1,Curved,734,5,0,178,27,12,265,487,125,134,,A,35,1,0
travel,travel,4.64,1.35,-0.050542336,25,0.00%,5.214,1.122,0.319209324,14,0.00%,0,,,2.1,2.045,-0.32,30,3.231,Verb,0,0,0,500.5,1101.1,600.6,1534.87,OneHanded,Neutral,Neutral,im,2,BackAndForth,816,12,4,388,349,345,129,76,354,19,,B,89,2,0
tree,tree,5.143,2.081,0.524400471,21,0.00%,5.167,2.167,0.556949683,12,0.00%,0,,,4.73,2.048,0.749,37,3.521,Noun,0,0,0,300.3,800.8,500.5,1034.37,OneHanded,Neutral,Neutral,imrp,1,None,923,44,12,388,349,345,455,487,180,192,,A,2,1,1
trophy,trophy,3,1.697,-0.63063657,26,3.70%,2.471,1.505,-0.938938805,17,0.00%,0,,,1.581,2.166,-0.625,31,2.587,Noun,0,0,0,633.97,1568.24,934.27,2302.3,SymmetricalOrAlternating,Neutral,Neutral,p,1,BackAndForth,835,56,4,332,349,345,41,487,354,38,,D,86,2,0
trouble,trouble,4.76,1.615,0.098248726,25,0.00%,4.786,1.718,0.086562705,14,0.00%,0,,,2.3,1.948,-0.252,30,4.057,Noun,0,0,0,433.77,967.63,533.87,1835.17,SymmetricalOrAlternating,Head,Other,imrp,1,Circular,893,22,4,332,300,74,455,487,111,192,,B,48,3,0
true,true,5.462,1.303,0.740183516,26,0.00%,5.688,1.302,0.80579159,16,0.00%,0,,,2.16,2.009,-0.398,25,4.111,Adjective,0,0,0,400.4,1368.04,967.63,2002,OneHanded,Head,Mouth,i,1,Straight,816,67,12,388,300,40,265,487,177,134,,D,57,1,0
try,try,3.542,1.719,-0.696278317,24,4.00%,3.385,1.193,-0.822195588,13,7.14%,0,,,1.633,2.045,-0.545,30,4.386,Verb,0,0,0,400.4,934.27,533.87,1701.7,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Curved,697,41,1,332,349,345,455,82,180,72,,D,38,3,0
turkey,turkey,2.5,1.581,-0.773541778,26,3.70%,2.308,1.548,-0.808976955,13,0.00%,0,,,1.967,2.074,-0.537,30,3.062,Noun,0,0,0,667.33,1401.4,734.07,2302.3,OneHanded,Head,UnderChin,i,4,Other,612,8,0,388,300,7,265,52,46,16,,B,34,2,0
turtle,turtle,3.63,1.644,-0.111900135,27,0.00%,3.462,1.33,-0.201037264,13,0.00%,0,,,3.733,2.074,0.294,30,2.94,Noun,0,0,0,367.03,1134.47,767.43,1134.47,AsymmetricalDifferentHandshape,Hand,Palm,thumb,1,None,677,14,0,178,216,91,54,487,180,44,,A,78,2,0
TV,TV,6.067,1.143,1.015343739,30,0.00%,5.188,1.047,0.976477266,16,0.00%,0,,,2.481,2.025,-0.149,27,3.304,Noun,0,0,1,500.5,1001,500.5,1701.7,OneHanded,Neutral,Neutral,thumb,Crossed,None,706,6,1,388,349,345,54,13,180,4,,A,9,2,0
two,two,5.286,1.357,0.586521881,28,0.00%,5.688,1.195,0.75836858,16,0.00%,0,,,6.963,2.025,2.166,27,4.736,Number,0,0,0,333.67,934.27,600.6,1434.77,OneHanded,Neutral,Neutral,im,1,None,855,31,2,388,349,345,129,487,180,66,,C,38,2,0
type,type,4.52,1.122,-0.106411594,25,0.00%,4.429,1.016,-0.140496272,14,0.00%,0,,,1.222,2.016,-0.798,27,NA,Noun,0,1,0,400.4,1134.47,734.07,1835.17,SymmetricalOrAlternating,Neutral,Neutral,im,Stacked,Circular,593,4,1,332,349,345,129,13,111,13,,C,5,2,0
ugly,ugly,4.1,1.517,-0.134027895,30,0.00%,3.889,1.53,-0.364363666,18,0.00%,0,,,3.633,1.921,0.378,30,3.333,Adjective,0,0,0,567.23,1434.77,867.53,1668.34,OneHanded,Head,UpperLip,i,1,Straight,816,67,12,388,300,7,265,487,177,134,,B,56,1,0
umbrella,umbrella,3.556,1.649,-0.182579083,27,0.00%,3.615,1.938,-0.134704815,13,0.00%,0,,,3.933,2.074,0.409,30,2.583,Noun,0,0,0,300.3,1434.77,1134.47,1801.8,SymmetricalOrAlternating,Hand,FingerRadial,imrp,7,BackAndForth,800,24,9,332,216,33,455,82,354,72,,C,19,1,0
uncle,uncle,4.407,1.217,0.167458064,27,0.00%,4.353,1.222,0.102764366,17,0.00%,0,,,1.032,2.166,-0.878,31,3.801,Noun,0,1,0,433.77,1201.2,767.43,1968.64,OneHanded,Head,Eye,im,1,Circular,778,25,0,388,300,61,129,487,111,66,,A,22,2,0
understand,understand,6.1,1.125,1.017312979,30,0.00%,6.222,0.943,0.986820461,18,0.00%,0,,,4.633,1.921,0.925,30,4.391,Verb,0,0,0,500.5,1267.94,767.43,1568.24,OneHanded,Head,Eye,i,2,None,645,33,2,388,300,61,265,76,180,39,,D,11,2,0
underwear,underwear,3.08,1.824,-0.47310192,25,0.00%,2.8,1.656,-0.570749217,15,0.00%,0,,,5.714,2.153,0.972,21,3.044,Noun,0,0,0,300.3,1267.94,967.63,1334.67,SymmetricalOrAlternating,Body,Hips,i,1,BackAndForth,864,20,3,332,100,6,265,487,354,134,,C,6,1,0
university,university,5.333,1.516,0.563585011,30,0.00%,5.833,1.295,0.739976561,18,0.00%,0,,,1.444,2.025,-0.652,27,3.081,Noun,0,1,0,433.77,1334.67,900.9,1868.54,AsymmetricalDifferentHandshape,Hand,Palm,im,1,Curved,700,23,0,178,216,91,129,487,125,66,,A,23,3,0
upload,upload,3.5,1.815,-0.495404679,30,0.00%,3.944,2.071,-0.345117925,18,0.00%,0,,,3.433,1.921,0.245,30,1.771,Verb,0,0,0,467.13,1601.6,1134.47,2168.84,SymmetricalOrAlternating,Neutral,Neutral,im,1,Curved,800,17,2,332,349,345,129,487,125,66,,C,63,2,0
use,use,5.346,1.325,0.676039537,26,0.00%,5.625,1.31,0.785797763,16,0.00%,0,,,1.667,2.009,-0.659,24,4.244,Verb,0,1,0,500.5,1501.5,1001,2335.67,AsymmetricalSameHandshape,Hand,FingerRadial,im,1,Circular,687,12,0,78,216,33,129,487,111,66,,C,28,1,0
vacation,vacation,4.92,1.525,0.167879944,25,0.00%,5.214,1.251,0.329895422,14,0.00%,1,100.00%,100.00%,1.167,1.948,-0.816,30,3.224,Noun,0,0,0,500.5,767.43,266.93,1401.4,SymmetricalOrAlternating,Body,Clavicle,thumb,3,BackAndForth,641,4,2,332,100,41,54,88,354,5,,D,43,3,0
vacuum,vacuum,3.692,1.289,-0.24251496,26,0.00%,3.375,1.36,-0.431988018,16,0.00%,1,96.15%,93.75%,4.52,2.009,0.748,25,2.47,Verb,0,0,0,500.5,2202.2,1701.7,3036.37,OneHanded,Neutral,Neutral,i,7,Other,761,2,1,388,349,345,265,82,46,6,,B,16,3,0
vegetable,vegetable,4.931,1.71,0.31441343,29,0.00%,5.059,1.983,0.27343105,17,0.00%,1,100.00%,100.00%,1.2,1.921,-0.84,30,2.465,Noun,0,1,0,400.4,1101.1,700.7,1267.94,OneHanded,Head,Chin,im,1,None,774,51,9,388,300,63,129,487,180,66,,D,84,3,0
verb,verb,2.522,1.62,-0.794136111,23,8.00%,2.4,1.549,-0.830763014,15,0.00%,0,,,2.19,2.153,-0.653,21,1.74,Noun,0,1,0,333.67,934.27,600.6,1368.04,OneHanded,Head,Chin,im,1,BackAndForth,851,53,2,388,300,63,129,487,354,66,,C,18,1,0
videocamera,videocamera,4.56,1.502,-0.070694566,25,0.00%,4.857,1.167,0.102194528,14,0.00%,0,,,1.567,1.948,-0.619,30,NA,Noun,0,0,0,433.77,934.27,500.5,1735.07,AsymmetricalDifferentHandshape,Hand,FingerFront,imrp,3,None,719,11,0,178,216,12,455,88,180,34,,A,5,3,0
videophone,videophone,5.8,1.19,0.700532658,25,0.00%,6.071,1.072,0.838057236,14,0.00%,1,80.00%,71.43%,1.593,2.016,-0.628,27,0.602,Noun,0,0,0,500.5,1167.84,667.33,1901.9,SymmetricalOrAlternating,Neutral,Neutral,imrp,3,None,762,24,2,332,349,345,455,88,180,34,,B,6,3,0
violin,violin,1.72,1.37,-1.193110281,25,0.00%,1.6,1.352,-1.202687193,15,0.00%,0,,,7,2.153,1.621,21,2.386,Noun,0,0,0,1668.34,2335.67,667.33,3136.47,AsymmetricalSameHandshape,Arm,Other,i,6,BackAndForth,605,2,1,78,27,74,265,74,354,42,,B,39,1,0
voice,voice,4.333,1.626,0.008552023,30,0.00%,4.444,1.723,-0.033194726,18,0.00%,0,,,4.8,2.075,0.863,35,3.643,Noun,0,1,0,400.4,1468.14,1067.73,1768.44,OneHanded,Body,Neck,im,3,Circular,605,3,0,388,100,11,129,88,111,8,,A,83,3,0
volleyball,volleyball,3.111,1.672,-0.410293463,27,0.00%,3.231,1.481,-0.313927965,13,0.00%,0,,,3.567,2.074,0.209,30,1.771,Noun,0,0,0,333.67,934.27,600.6,1167.84,SymmetricalOrAlternating,Neutral,Neutral,m,6,BackAndForth,671,10,0,332,349,345,30,74,354,5,,C,61,3,0
vomit,vomit,3.444,1.625,-0.37470632,27,0.00%,3.294,1.312,-0.48518826,17,0.00%,0,,,6.419,2.166,1.609,31,2.436,Verb,0,0,0,600.6,1134.47,533.87,1868.54,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Curved,867,78,9,332,349,345,455,487,125,192,,A,6,2,0
vote,vote,3.76,1.64,-0.534855881,25,0.00%,3.714,1.437,-0.559528606,14,0.00%,0,,,3,2.045,0.148,30,3.244,Noun,0,0,0,367.03,967.63,600.6,1501.5,AsymmetricalDifferentHandshape,Hand,FingerRadial,i,6,BackAndForth,648,19,3,178,216,33,265,74,354,42,,D,72,2,0
wait,wait,5.88,1.201,0.767900672,25,0.00%,5.786,1.122,0.664168108,14,0.00%,0,,,2,2.045,-0.376,30,4.627,Verb,0,0,0,467.13,967.63,500.5,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,None,874,84,12,332,349,345,455,487,180,192,,B,40,2,0
waiter,waiter,4.484,1.458,0.238651349,31,0.00%,4.611,1.335,0.332318631,18,0.00%,1,74.19%,83.33%,1.568,2.048,-0.759,37,2.829,Noun,1,0,0,100.1,1267.94,1167.84,1401.4,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,B,16,2,0
walk,walk,6.111,1.05,1.086407271,27,0.00%,6.294,0.92,1.130880832,17,0.00%,0,,,4.806,2.166,0.853,31,4.042,Verb,0,0,0,467.13,1568.24,1101.1,2202.2,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,A,61,1,0
wander,wander,3.548,1.261,-0.24834176,31,0.00%,3.667,1.328,-0.135531317,18,0.00%,1,67.74%,66.67%,3.487,2.048,0.174,39,2.477,Verb,0,0,0,433.77,1368.04,934.27,1701.7,OneHanded,Neutral,Neutral,i,1,BackAndForth,915,44,7,388,349,345,265,487,354,134,,D,57,2,0
want,want,5.9,1.213,0.89252819,30,0.00%,6,1.188,0.843378925,18,0.00%,0,,,4.583,2.075,0.759,36,5.148,Verb,0,0,0,734.07,1701.7,967.63,2135.47,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,A,19,1,0
war,war,3.68,1.574,-0.597299979,25,0.00%,3.5,1.286,-0.688689995,14,0.00%,1,96.00%,100.00%,2.433,1.948,-0.21,30,3.95,Noun,0,0,0,367.03,1067.73,700.7,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,3,BackAndForth,791,66,3,332,349,345,455,88,354,34,,C,13,3,0
warm,warm,4.4,1.472,-0.137366784,25,0.00%,4.571,1.505,-0.032612345,14,0.00%,0,,,1.367,2.045,-0.674,30,3.425,Adjective,0,0,0,400.4,700.7,300.3,1434.77,OneHanded,Head,Mouth,imrp,7,None,777,27,1,388,300,40,455,82,180,72,,B,75,3,0
warn,warn,5.36,1.319,0.441439383,25,0.00%,5.286,1.204,0.40336982,14,0.00%,0,,,2.444,2.016,-0.223,27,3.112,Verb,0,0,0,233.57,700.7,467.13,1301.3,AsymmetricalSameHandshape,Hand,PalmBack,imrp,1,BackAndForth,883,49,18,78,216,24,455,487,354,192,,B,47,2,0
wash_machine,wash_machine,5.567,1.455,0.662159901,30,0.00%,5.722,1.364,0.658480935,18,0.00%,0,,,2.889,2.025,0.041,27,NA,Noun,0,0,0,567.23,1668.34,1101.1,1835.17,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,None,746,41,6,332,349,345,455,108,180,89,,B,33,1,0
waste,waste,3.724,1.099,-0.363746271,29,3.33%,3.778,1.114,-0.418243088,18,0.00%,0,,,2.3,1.921,-0.307,30,3.434,Verb,0,0,0,533.87,1334.67,800.8,1701.7,SymmetricalOrAlternating,Hand,FingerFront,imrp,1,BackAndForth,921,55,18,332,216,12,455,487,354,192,,C,57,2,0
water,water,6.963,0.192,1.717469772,27,0.00%,7,0,1.709828098,13,0.00%,0,,,1.6,2.074,-0.686,30,4.06,Noun,0,1,0,367.03,734.07,367.03,900.9,OneHanded,Head,Chin,imr,1,BackAndForth,830,33,0,388,300,63,7,487,354,6,,C,30,1,0
wave,wave,3.48,1.686,-0.247685541,25,0.00%,3.467,1.506,-0.211922657,15,0.00%,0,,,6.571,2.153,1.391,21,3.035,Noun,0,0,0,767.43,1334.67,567.23,2802.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,A,31,2,0
way,way,4.033,1.474,-0.166088354,30,0.00%,4.278,1.487,-0.136861085,18,0.00%,0,,,4.667,2.025,0.918,27,4.861,Noun,0,0,0,467.13,1568.24,1101.1,1701.7,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,A,79,3,0
